,index,movieId,title,genres,databaseId,nbMentions
410,422,1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,103743,14
411,423,1207,To Kill a Mockingbird (1962),Drama,136808,10
412,424,1208,Apocalypse Now (1979),Action|Drama|War,180728,31
413,425,1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,187147,4
414,426,1213,Goodfellas (1990),Crime|Drama,143198,132
415,427,1214,Alien (1979),Horror|Sci-Fi,79062,134
416,428,1219,Psycho (1960),Crime|Horror,94056,132
417,430,1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,148477,22
418,431,1222,Full Metal Jacket (1987),Drama|War,77376,45
419,432,1225,Amadeus (1984),Drama,111782,14
420,433,1226,"Quiet Man, The (1952)",Drama|Romance,130660,5
421,434,1227,Once Upon a Time in America (1984),Crime|Drama,96519,1
422,435,1228,Raging Bull (1980),Drama,79106,10
423,436,1230,Annie Hall (1977),Comedy|Romance,113827,19
424,437,1232,Stalker (1979),Drama|Mystery|Sci-Fi,91359,1
425,438,1234,"Sting, The (1973)",Comedy|Crime,158528,12
426,439,1235,Harold and Maude (1971),Comedy|Drama|Romance,77352,1
427,440,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,170277,145
428,441,1242,Glory (1989),Drama|War,161617,6
429,442,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,157425,2
430,443,1244,Manhattan (1979),Comedy|Drama|Romance,153450,4
431,444,1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,203468,1
432,445,1246,Dead Poets Society (1989),Drama,153858,30
433,446,1247,"Graduate, The (1967)",Comedy|Drama|Romance,125624,7
434,447,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,202857,2
435,448,1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,107940,3
436,449,1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,173904,11
437,450,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,200363,1
438,451,1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,81865,2
439,452,1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,181409,3
440,453,1256,Duck Soup (1933),Comedy|Musical|War,166668,3
441,454,1258,"Shining, The (1980)",Horror,202190,294
442,455,1259,Stand by Me (1986),Adventure|Drama,108389,28
443,456,1260,M (1931),Crime|Film-Noir|Thriller,122712,2
444,457,1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,140704,9
445,458,1263,"Deer Hunter, The (1978)",Drama|War,119207,9
446,459,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,84473,1
447,460,1265,Groundhog Day (1993),Comedy|Fantasy|Romance,107379,2
448,462,1266,Unforgiven (1992),Drama|Western,129751,16
449,463,1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,128185,2
450,464,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,95110,2
451,465,1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,135485,84
452,467,1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,197322,28
453,468,1272,Patton (1970),Drama|War,195126,7
454,469,1273,Down by Law (1986),Comedy|Drama|Film-Noir,122793,1
455,470,1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,77945,14
456,471,1275,Highlander (1986),Action|Adventure|Fantasy,169376,2
457,473,1276,Cool Hand Luke (1967),Drama,180529,1
458,474,1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,113137,1
459,475,1278,Young Frankenstein (1974),Comedy|Fantasy,168892,49
460,476,1282,Fantasia (1940),Animation|Children|Fantasy|Musical,115548,16
461,477,1283,High Noon (1952),Drama|Western,156082,17
462,478,1286,Somewhere in Time (1980),Drama|Romance,155908,9
463,479,1287,Ben-Hur (1959),Action|Adventure|Drama,119465,4
464,480,1288,This Is Spinal Tap (1984),Comedy,172122,15
465,481,1290,Some Kind of Wonderful (1987),Drama|Romance,138527,12
466,482,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,77684,25
467,483,1292,Being There (1979),Comedy|Drama,120159,2
468,484,1293,Gandhi (1982),Drama,117364,3
469,485,1297,Real Genius (1985),Comedy,143583,4
470,486,1299,"Killing Fields, The (1984)",Drama|War,137703,2
471,487,1301,Forbidden Planet (1956),Drama|Sci-Fi,140231,4
472,488,1302,Field of Dreams (1989),Children|Drama|Fantasy,197498,25
473,489,1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,109784,6
474,490,1307,When Harry Met Sally... (1989),Comedy|Romance,132728,190
475,491,1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,83586,25
476,492,1328,"Amityville Curse, The (1990)",Horror,114458,6
477,493,1333,"Birds, The (1963)",Horror|Thriller,121386,2
478,495,1334,"Blob, The (1958)",Horror|Sci-Fi,93683,3
479,496,1341,Burnt Offerings (1976),Horror,129717,1
480,497,1342,Candyman (1992),Horror|Thriller,152818,17
481,498,1343,Cape Fear (1991),Thriller,114231,15
482,499,1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,194147,67
483,500,1347,A Nightmare on Elm Street (1984),Horror|Thriller,77161,164
484,501,1350,"Omen, The (1976)",Horror|Mystery|Thriller,176641,16
485,502,1355,Nightwatch (1997),Horror|Thriller,181848,2
486,503,1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,120602,5
487,504,1358,Sling Blade (1996),Drama,112596,10
488,505,1359,Jingle All the Way (1996),Children|Comedy,88747,10
489,506,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,177384,1
490,507,1363,"Preacher's Wife, The (1996)",Drama,126247,1
491,508,1366,"Crucible, The (1996)",Drama,114617,1
492,509,1367,101 Dalmatians (1996),Adventure|Children|Comedy,128434,10
493,510,1370,Die Hard 2 (1990),Action|Adventure|Thriller,170059,32
494,511,1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,178234,5
495,512,1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,132711,4
496,513,1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,129140,2
497,514,1377,Batman Returns (1992),Action|Crime,81563,2
498,515,1378,Young Guns (1988),Action|Comedy|Western,154710,8
499,516,1380,Grease (1978),Comedy|Musical|Romance,152744,85
500,517,1381,Grease 2 (1982),Comedy|Musical|Romance,111405,10
501,518,1385,Under Siege (1992),Action|Drama|Thriller,147143,9
502,519,1387,Jaws (1975),Action|Horror,180527,95
503,521,1388,Jaws 2 (1978),Horror|Thriller,159620,4
504,522,1389,Jaws 3-D (1983),Action|Horror,128437,4
505,523,1393,Jerry Maguire (1996),Drama|Romance,164311,34
506,524,1394,Raising Arizona (1987),Comedy,135799,18
507,525,1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,143789,2
508,526,1399,Marvin's Room (1996),Drama,142345,1
509,527,1407,Scream (1996),Comedy|Horror|Mystery|Thriller,169601,4
510,529,1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,142205,15
511,530,1416,Evita (1996),Drama|Musical,171000,4
512,531,1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,105300,1
513,532,1425,Fierce Creatures (1997),Comedy,99302,1
514,533,1431,Beverly Hills Ninja (1997),Action|Comedy,159561,4
515,534,1438,Dante's Peak (1997),Action|Thriller,200857,7
516,535,1441,Benny & Joon (1993),Comedy|Romance,150376,3
517,536,1456,"Pest, The (1997)",Comedy,198274,3
518,537,1457,Fools Rush In (1997),Comedy|Drama|Romance,175282,11
519,538,1459,Absolute Power (1997),Mystery|Thriller,121566,2
520,539,1460,That Darn Cat (1997),Children|Comedy|Mystery,139517,1
521,540,1466,Donnie Brasco (1997),Crime|Drama,114513,19
522,541,1468,Booty Call (1997),Comedy|Romance,99536,2
523,542,1477,Love Jones (1997),Romance,118912,3
524,543,1485,Liar Liar (1997),Comedy,187778,74
525,544,1487,Selena (1997),Drama|Musical,177898,7
526,545,1488,"Devil's Own, The (1997)",Action|Drama|Thriller,186461,2
527,546,1489,Cats Don't Dance (1997),Animation|Children|Musical,91327,3
528,547,1490,B*A*P*S (1997),Comedy,201860,3
529,548,1499,Anaconda (1997),Action|Adventure|Thriller,80699,9
530,549,1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,107677,4
531,550,1503,8 Heads in a Duffel Bag (1997),Comedy,79752,17
532,551,1513,Romy and Michele's High School Reunion (1997),Comedy,177341,4
533,552,1515,Volcano (1997),Action|Drama|Thriller,107429,2
534,553,1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,119847,6
535,554,1527,The Fifth Element (1997),Action|Adventure|Comedy|Sci-Fi,112346,63
536,555,1541,Addicted to Love (1997),Comedy|Romance,116298,2
537,556,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,121727,3
538,557,1552,Con Air (1997),Action|Adventure|Thriller,171914,24
539,558,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,166817,3
540,559,1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,182128,15
541,560,1565,Head Above Water (1996),Comedy|Thriller,118789,2
542,561,1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,137996,17
543,562,1569,My Best Friend's Wedding (1997),Comedy|Romance,158874,20
544,563,1573,Face/Off (1997),Action|Crime|Drama|Thriller,204963,20
545,564,1582,Wild America (1997),Adventure|Children,174748,1
546,565,1584,Contact (1997),Drama|Sci-Fi,77542,10
547,566,1586,G.I. Jane (1997),Action|Drama,87033,2
548,567,1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,160514,10
549,568,1588,George of the Jungle (1997),Children|Comedy,157384,4
550,569,1590,Event Horizon (1997),Horror|Sci-Fi|Thriller,179662,23
551,570,1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,99659,9
552,571,1592,Air Bud (1997),Children|Comedy,79543,26
553,573,1593,Picture Perfect (1997),Comedy|Romance,193404,2
554,574,1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,95055,6
555,575,1601,Hoodlum (1997),Crime|Drama|Film-Noir,148678,1
556,576,1603,Mimic (1997),Horror|Sci-Fi|Thriller,106113,1
557,577,1604,Money Talks (1997),Action|Comedy,109844,2
558,578,1608,Air Force One (1997),Action|Thriller,95389,14
559,579,1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,162863,14
560,580,1615,"Edge, The (1997)",Adventure|Drama,92643,1
561,581,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,111488,14
562,582,1619,Seven Years in Tibet (1997),Adventure|Drama|War,96622,2
563,583,1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,188155,35
564,584,1621,Soul Food (1997),Drama,180904,1
565,585,1623,Wishmaster (1997),Horror,179500,1
566,586,1625,"Game, The (1997)",Drama|Mystery|Thriller,132291,20
567,587,1626,Fire Down Below (1997),Action|Drama|Thriller,108983,2
568,588,1639,Chasing Amy (1997),Comedy|Drama|Romance,183805,14
569,589,1641,"Full Monty, The (1997)",Comedy|Drama,107477,5
570,590,1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,107407,25
571,591,1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,179438,6
572,592,1653,Gattaca (1997),Drama|Sci-Fi|Thriller,91277,11
573,593,1660,Eve's Bayou (1997),Drama,92266,2
574,594,1661,Switchback (1997),Crime|Mystery|Thriller,175082,3
575,595,1663,Stripes (1981),Comedy|War,189705,39
576,596,1672,"Rainmaker, The (1997)",Drama,134187,1
577,597,1673,Boogie Nights (1997),Drama,111063,10
578,598,1674,Witness (1985),Drama|Romance|Thriller,132103,2
579,599,1676,Starship Troopers (1997),Action|Sci-Fi,179485,14
580,600,1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,176547,3
581,601,1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,150501,40
582,602,1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,177110,9
583,603,1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,94651,3
584,604,1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,170206,4
585,605,1693,Amistad (1997),Drama|Mystery,160437,4
586,606,1702,Flubber (1997),Children|Comedy|Fantasy,112365,22
587,607,1704,Good Will Hunting (1997),Drama|Romance,190285,93
588,608,1707,Home Alone 3 (1997),Children|Comedy,133418,7
589,609,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,129997,10
590,610,1721,Titanic (1997),Drama|Romance,99584,1
591,612,1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,180386,2
592,613,1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,161285,6
593,614,1727,"Horse Whisperer, The (1998)",Drama|Romance,177321,3
594,615,1729,Jackie Brown (1997),Crime|Drama|Thriller,146463,13
595,616,1731,Mr. Magoo (1997),Comedy,201478,2
596,617,1732,The Big Lebowski (1998),Comedy|Crime,183056,78
597,618,1746,Senseless (1998),Comedy,142493,1
598,619,1747,Wag the Dog (1997),Comedy,193346,2
599,620,1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,130347,6
600,621,1753,Half Baked (1998),Comedy,189592,32
601,622,1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,104700,6
602,623,1769,"Replacement Killers, The (1998)",Action|Crime|Thriller,92534,1
603,624,1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,149627,3
604,625,1777,Wedding Singer The (1998),Comedy|Romance,157394,108
605,626,1779,Sphere (1998),Sci-Fi|Thriller,167508,7
606,627,1784,As Good as It Gets (1997),Comedy|Drama|Romance,121563,31
607,628,1785,King of New York (1990),Crime|Thriller,111841,2
608,629,1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,87672,2
609,630,1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,174545,3
610,631,1821,"Object of My Affection, The (1998)",Comedy|Romance,116464,3
611,632,1831,Lost in Space (1998),Action|Adventure|Sci-Fi,184738,12
612,633,1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,173747,2
613,634,1835,City of Angels (1998),Drama|Fantasy|Romance,199453,7
614,635,1840,He Got Game (1998),Drama,197940,1
615,636,1845,Zero Effect (1998),Comedy|Mystery|Thriller,145830,1
616,637,1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,184925,6
617,638,1862,Species II (1998),Horror|Sci-Fi,142356,2
618,639,1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,100646,13
619,640,1882,Godzilla (1998),Action|Sci-Fi|Thriller,99545,1
620,641,1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,177747,8
621,642,1888,Hope Floats (1998),Comedy|Drama|Romance,194808,13
622,643,1889,Insomnia (1997),Drama|Mystery|Thriller,103521,1
623,644,1892,"Perfect Murder, A (1998)",Thriller,77798,9
624,645,1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,80108,11
625,646,1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,135250,70
626,647,1911,Dr. Dolittle (1998),Comedy,158433,11
627,648,1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,164728,2
628,649,1913,Picnic at Hanging Rock (1975),Drama|Mystery,131976,1
629,650,1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,122539,8
630,651,1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,77190,3
631,652,1919,Madeline (1998),Children|Comedy,138656,1
632,653,1920,Small Soldiers (1998),Animation|Children|Fantasy|War,179882,3
633,654,1921,Pi (1998),Drama|Sci-Fi|Thriller,95075,6
634,655,1923,There's Something About Mary (1998),Comedy|Romance,178096,99
635,656,1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,184883,1
636,657,1925,Wings (1927),Action|Drama|Romance|War,86045,1
637,658,1927,All Quiet on the Western Front (1930),Action|Drama|War,108351,1
638,659,1929,Grand Hotel (1932),Drama|Romance,119062,1
639,660,1934,You Can't Take It with You (1938),Comedy|Romance,96268,1
640,661,1939,"Best Years of Our Lives, The (1946)",Drama|War,131816,2
641,662,1943,"Greatest Show on Earth, The (1952)",Drama,184315,1
642,663,1945,On the Waterfront (1954),Crime|Drama,100909,4
643,664,1947,West Side Story (1961),Drama|Musical|Romance,79278,44
644,665,1951,Oliver! (1968),Drama|Musical,97209,7
645,666,1952,Midnight Cowboy (1969),Drama,201415,2
646,667,1953,"French Connection, The (1971)",Action|Crime|Thriller,82419,12
647,668,1954,Rocky (1976),Drama,105123,1
648,670,1955,Kramer vs. Kramer (1979),Drama,96684,4
649,671,1956,Ordinary People (1980),Drama,197128,3
650,672,1957,Chariots of Fire (1981),Drama,91640,2
651,673,1958,Terms of Endearment (1983),Comedy|Drama,123589,12
652,674,1959,Out of Africa (1985),Drama|Romance,148810,6
653,675,1960,"Last Emperor, The (1987)",Drama,87488,2
654,676,1961,Rain Man (1988),Drama,159100,12
655,677,1962,Driving Miss Daisy (1989),Drama,184691,3
656,678,1963,Take the Money and Run (1969),Comedy|Crime,86576,3
657,679,1964,Klute (1971),Drama|Mystery,188107,1
658,680,1965,Repo Man (1984),Comedy|Sci-Fi,178853,9
659,681,1967,Labyrinth (1986),Adventure|Fantasy|Musical,190024,41
660,682,1968,"Breakfast Club, The (1985)",Comedy|Drama,189219,71
661,683,1969,Nightmare on Elm Street 2: Freddy's Revenge A (1985),Horror,161756,2
662,684,1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,141688,1
663,685,1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,110510,1
664,686,1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,88275,4
665,687,1974,Friday the 13th (1980),Horror|Mystery|Thriller,130591,85
666,688,1975,Friday the 13th Part 2 (1981),Horror,156758,1
667,689,1982,Halloween (1978),Horror,99244,145
668,690,1983,Halloween II (1981),Horror,170023,3
669,691,1987,Prom Night (1980),Horror,77793,4
670,692,1991,Child's Play (1988),Horror|Thriller,143062,25
671,693,1992,Child's Play 2 (1990),Horror|Thriller,105563,1
672,694,1994,Poltergeist (1982),Horror|Thriller,195148,53
673,695,1996,Poltergeist III (1988),Horror|Thriller,201758,1
674,696,1997,The Exorcist (1973),Horror|Mystery,76012,174
675,698,1999,"Exorcist III, The (1990)",Horror,200438,6
676,699,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,101794,85
677,701,2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,118020,8
678,702,2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,159166,6
679,703,2003,Gremlins (1984),Comedy|Horror,176237,25
680,704,2004,Gremlins 2: The New Batch (1990),Comedy|Horror,136836,6
681,705,2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,82602,99
682,706,2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,109963,4
683,707,2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,78354,2
684,708,2010,Metropolis (1927),Drama|Sci-Fi,160105,13
685,709,2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,165504,6
686,710,2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,121257,5
687,711,2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,153348,2
688,712,2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,185356,3
689,713,2018,Bambi (1942),Animation|Children|Drama,123995,26
690,714,2021,Dune (1984),Adventure|Sci-Fi,171227,7
691,715,2022,"Last Temptation of Christ, The (1988)",Drama,93151,1
692,716,2025,Lolita (1997),Drama|Romance,172397,1
693,717,2026,Disturbing Behavior (1998),Horror|Thriller,130589,3
694,718,2028,Saving Private Ryan (1998),Action|Drama|War,88141,210
695,719,2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,189907,5
696,720,2034,"Black Hole, The (1979)",Children|Sci-Fi,167231,1
697,721,2035,Blackbeard's Ghost (1968),Children|Comedy,168661,1
698,722,2036,Blank Check (1994),Children|Comedy,118857,4
699,723,2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,204152,1
700,724,2042,D2: The Mighty Ducks (1994),Children|Comedy,182752,2
701,725,2045,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance,98805,2
702,726,2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,204216,1
703,727,2047,"Gnome-Mobile, The (1967)",Adventure|Children|Fantasy|Musical,87270,1
704,728,2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,87521,2
705,729,2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,201356,11
706,730,2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,192990,1
707,731,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,133983,1
