,title,databaseId,Unnamed: 0,imdbID,genres,directors,actors,movielensID,year,country
358,West Side Story,79278,26367,55614,Crime|Drama|Music,Jerome Robbins,"Natalie Wood, George Chakiris, Richard Beymer",1947,1961.0,USA
359,Bitter Harvest,79284,23749,3182620,War|Drama|History|Romance,George Mendeluk,Max Irons,170501,2017.0,Canada
361,Open Season,79313,32606,400717,Adventure|Animation|Family,Roger Allers,"Ashton Kutcher, Martin Lawrence, Debra Messing",48414,2006.0,USA
362,The Other Sister,79341,26987,123209,Comedy|Drama|Romance,Garry Marshall,"Juliette Lewis, Diane Keaton, Giovanni Ribisi",2506,1999.0,USA
363,Chicken Little,79379,30917,371606,Animation|Family|Comedy,Mark Dindal,"Zach Braff, Joan Cusack, Garry Marshall",40339,2005.0,USA
369,Night of the Living Dead,112233,44962,63350,Horror,George A. Romero,"Duane Jones, Judith O'Dea, Karl Hardman",968,1968.0,USA
370,Anatomy of a Murder,79401,30550,52561,Crime|Drama|Mystery|Thriller,Otto Preminger,"James Stewart, Lee Remick, Ben Gazzara",3801,1959.0,USA
371,Kubo and the Two Strings,79408,20563,4302938,Animation|Adventure|Family,Travis Knight,Charlize Theron,162578,2016.0,USA
372,Machete Kills,79421,1621,2002718,Action|Crime|Thriller,Director: Robert Rodriguez,"Danny Trejo, Alexa PenaVega, Mel Gibson",105585,2013.0,Russia
373,Cannibal! The Musical,79429,27979,115819,Comedy|History|Horror,Trey Parker,"Trey Parker, Dian Bachar, Stephen Blackpool",26925,1993.0,USA
375,Predator,189494,30124,93773,Science Fiction|Action|Adventure|Thriller,John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall",3527,1987.0,USA
376,The Tree of Life,79464,42157,478304,Drama|Fantasy,Terrence Malick,"Brad Pitt, Sean Penn, Jessica Chastain",86898,2011.0,USA
377,Dragnet,79468,37913,92925,Action|Comedy|Crime,Tom Mankiewicz,"Dan Aykroyd, Tom Hanks, Christopher Plummer",7102,1987.0,USA
378,Monster House,79512,32246,385880,Animation|Comedy|Family|Fantasy,Gil Kenan,"Mitchel Musso, Sam Lerner, Spencer Locke",46948,2006.0,USA
380,Air Bud,161520,19408,118570,Comedy|Family|Drama,Charles Martin Smith,"Michael Jeter, Kevin Zegers, Wendy Makkena",1592,1997.0,USA
381,Drag Me to Hell,79665,37290,1127180,Horror|Thriller,Sam Raimi,"Alison Lohman, Justin Long, Ruth Livier",68952,2009.0,USA
382,"Greystoke: The Legend of Tarzan, Lord of the Apes",79689,37577,87365,Adventure|Drama|Action|Romance,Hugh Hudson,"Christopher Lambert, Andie MacDowell, Ralph Richardson",6991,1984.0,UK
383,The Hurt Locker,79698,37442,887912,Drama|Thriller|War,Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty",69481,2008.0,USA
384,Fat Albert,79707,28905,396592,Comedy|Drama|Family,Joel Zwick,"Kenan Thompson, Kyla Pratt, Omarion Grandberry",30883,2004.0,USA
385,The Last Boy Scout,79743,37626,102266,Action|Thriller,Tony Scott,"Bruce Willis, Damon Wayans, Chelsea Field",7007,1991.0,USA
386,8 Heads in a Duffel Bag,79752,16113,118541,Comedy|Crime,Tom Schulman,"Joe Pesci, Andy Comeau, Kristy Swanson",1503,1997.0,USA
390,Bully,79978,44317,1682181,Drama|Documentary,Lee Hirsch,"Ja'Meya Jackson, Kelby Johnson, Lona Johnson",94130,2011.0,USA
391,Gran Torino,79779,36271,1205489,Drama,Clint Eastwood,"Clint Eastwood, Bee Vang, Christopher Carley",64614,2008.0,USA
392,Homeward Bound II: Lost in San Francisco,79811,35527,116552,Adventure|Comedy|Drama|Family,David R. Ellis,"Michael J. Fox, Sally Field, Ralph Waite",609,1996.0,USA
393,We're Back! A Dinosaur's Story,79815,29866,108526,Animation|Science Fiction|Family,Phil Nibbelink,"John Goodman, Charles Fleischer, Blaze Berdahl",3400,1993.0,USA
394,The Skeleton Key,79834,30018,397101,Drama|Horror|Mystery|Thriller,Iain Softley,"Kate Hudson, Peter Sarsgaard, Joy Bryant",34532,2005.0,USA
400,The Mask,166052,30341,110475,Romance|Comedy|Crime|Fantasy,Chuck Russell,"Jim Carrey, Cameron Diaz, Peter Riegert",367,1994.0,USA
404,The Time Machine,168568,33333,268695,Science Fiction|Adventure|Action,Simon Wells,"Guy Pearce, Yancey Arias, Mark Addy",5171,2002.0,USA
405,The Bible: In the Beginning...,79863,35882,60164,Drama,John Huston,"Michael Parks, Ulla Bergryd, Richard Harris",6255,1966.0,USA
406,Puncture,79888,43399,1582248,Drama|Mystery,Adam Kassen,"Chris Evans, Mark Kassen, Vinessa Shaw",90471,2011.0,USA
410,The Debt,79894,42938,1226753,Drama|Thriller,John Madden,"Helen Mirren, Sam Worthington, Tom Wilkinson",89085,2010.0,USA
411,Fifty Shades of Grey,79935,7597,2322441,Drama|Romance|Thriller,Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle",125916,2015.0,USA
414,Deranged,79945,40643,71408,Crime|Horror|Thriller,Jeff Gillen,"Roberts Blossom, Cosette Lee, Leslie Carlson",8139,1974.0,Canada
421,A Christmas Carol,79954,44702,216621,Drama|Fantasy,David Hugh Jones,"Patrick Stewart, Richard E. Grant, Joel Grey",95839,1999.0,USA
422,Split,79968,22091,4972582,Horror|Thriller,M. Night Shyamalan,James McAvoy,166534,2017.0,USA
488,Cinderella,189484,36019,128996,TV Movie|Family|Fantasy|Music|Romance,Robert Iscove,"Brandy Norwood, Bernadette Peters, Veanne Cox",63239,1997.0,USA
489,The Amazing Spider-Man 2,80009,3097,1872181,Action|Adventure|Fantasy,Marc Webb,"Andrew Garfield, Emma Stone, Jamie Foxx",110553,2014.0,USA
490,Maverick,80014,30356,110478,Action|Adventure|Comedy|Drama|Western,Richard Donner,"Mel Gibson, Jodie Foster, James Garner",368,1994.0,USA
493,War of the Buttons,80024,40888,111666,Family,John Roberts,"Gregg Fitzgerald, Gerard Kearney, Darragh Naughton",8221,1994.0,UK
495,Lady in White,80038,31882,95484,Horror|Thriller,Frank LaLoggia,"Lukas Haas, Len Cariou, Alex Rocco",4517,1988.0,USA
496,Toy Story,80067,0,114709,Animation|Comedy|Family,John Lasseter,"Tom Hanks, Tim Allen, Don Rickles",1,1995.0,USA
497,Home for Christmas,80074,40860,1722515,Comedy|Drama,Bent Hamer,"Nina Andresen Borud, Arianit Berisha, Joachim Calmeyer",82115,2010.0,Norway
498,Can't Hardly Wait,80108,26309,127723,Comedy|Drama|Romance,Harry Elfont,"Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo",1895,1998.0,USA
499,Project A,80133,31408,85127,Action|Comedy,Jackie Chan,"Jackie Chan, Sammo Kam-Bo Hung, Biao Yuen",42946,1983.0,Hong Kong
500,Boy Wonder,80178,1820,1456060,Action|Crime|Drama|Thriller,Michael Morrissey,"Caleb Steinmeyer, Zulay Henao, Bill Sage",106254,2010.0,USA
501,Planes: Fire & Rescue,80188,3587,2980706,Animation|Comedy|Adventure|Family,Roberts Gannaway,"Dane Cook, Ed Harris, Julie Bowen",112460,2014.0,USA
502,Boat Trip,80203,35872,285462,Comedy,Mort Nathan,"Cuba Gooding Jr., Horatio Sanz, Roselyn Sanchez",6249,2002.0,USA
503,The Devil Wears Prada,80208,32004,458352,Comedy|Drama|Romance,David Frankel,"Anne Hathaway, Meryl Streep, Adrian Grenier",45720,2006.0,USA
504,A Serious Man,80213,38065,1019452,Comedy|Drama,Ethan Coen,"Michael Stuhlbarg, Richard Kind, Sari Lennick",71464,2009.0,USA
505,Jennifer's Body,80235,37977,1131734,Comedy|Horror,Karyn Kusama,"Megan Fox, Amanda Seyfried, Adam Brody",71205,2009.0,USA
517,Annie,93797,30924,83564,Comedy|Drama|Family|Music,John Huston,"Aileen Quinn, Albert Finney, Carol Burnett",4039,1982.0,USA
518,Die,80289,24,1465478,Thriller|Mystery,Dominic James,"John Pyper-Ferguson, Emily Hampshire, Caterina Murino",100056,2010.0,Canada
520,Mission: Impossible,188057,36307,117060,Adventure|Action|Thriller,Brian De Palma,"Tom Cruise, Jon Voight, Emmanuelle Béart",648,1996.0,USA
521,Under the Shadow,80429,18119,4273292,Drama|Horror|Thriller|War,Babak Anvari,Narges Rashidi,155625,2016.0,UK
522,F,80446,6083,1486670,Horror|Thriller,Johannes Roberts,"David Schofield, Eliza Bennett, Ruth Gemmell",121192,2010.0,UK
523,Friday After Next,80448,34942,293815,Comedy,Marcus Raboy,"Ice Cube, Mike Epps, John Witherspoon",5874,2002.0,USA
524,A Simple Plan,80519,26859,120324,Crime|Thriller,Sam Raimi,"Bill Paxton, Billy Bob Thornton, Bridget Fonda",2391,1998.0,UK
525,Dragonball Evolution,80576,37012,1098327,Action|Adventure|Fantasy|Science Fiction|Thriller,James Wong,"Justin Chatwin, James Marsters, Yun-Fat Chow",67867,2009.0,USA
526,The Handmaiden,80587,19218,4016934,Thriller|Drama|Romance,Chan-wook Park,Min-hee Kim,158783,2016.0,South Korea
527,All's Faire in Love,80598,45525,1034090,Comedy|Romance,Scott Marshall,"Christina Ricci, Owen Benjamin, Ann-Margret",98842,2009.0,USA
528,Godzilla: Tokyo S.O.S.,80603,1768,366526,Science Fiction|Action,Masaaki Tezuka,"Noboru Kaneko, Miho Yoshioka, Mitsuki Koga",106094,2003.0,Japan
529,Sister Act,80685,29394,105417,Music|Comedy,Emile Ardolino,"Whoopi Goldberg, Maggie Smith, Kathy Najimy",3247,1992.0,USA
533,Wild,192443,19239,4071086,Drama,Nicolette Krebitz,Lilith Stangenberg,158840,2016.0,Germany
534,Anaconda,80699,15990,118615,Adventure|Horror|Thriller,Luis Llosa,"Jon Voight, Jennifer Lopez, Eric Stoltz",1499,1997.0,USA
540,Next of Kin,182286,32108,97967,Adventure|Drama|Action|Thriller,John Irvin,"Patrick Swayze, Liam Neeson, Adam Baldwin",4629,1989.0,USA
541,Boiler Room,80769,29557,181984,Crime|Drama|Thriller,Ben Younger,"Giovanni Ribisi, Vin Diesel, Nia Long",3298,2000.0,USA
543,Vengeance,80811,39538,1329454,Thriller|Action,Johnnie To,"Johnny Hallyday, Sylvie Testud, Anthony Chau-Sang Wong",77731,2009.0,Hong Kong
544,"Good Morning, Vietnam",80886,30000,93105,Comedy|Drama|War,Barry Levinson,"Robin Williams, Forest Whitaker, Tung Thanh Tran",3448,1987.0,USA
545,The Cave,80918,30301,402901,Action|Adventure|Horror|Thriller,Bruce Hunt,"Piper Perabo, Morris Chestnut, Cole Hauser",36509,2005.0,USA
546,Night Falls on Manhattan,80966,12529,119783,Crime|Drama|Thriller,Sidney Lumet,"Andy Garcia, Richard Dreyfuss, Lena Olin",1404,1996.0,USA
547,The Great Beauty,80981,1131,2358891,Comedy|Drama,Paolo Sorrentino,"Toni Servillo, Carlo Verdone, Sabrina Ferilli",103984,2013.0,Italy
548,Boo! A Madea Halloween,80985,22856,5325452,Comedy|Horror,Tyler Perry,Tyler Perry,168408,2016.0,Hong Kong
550,Police Academy,151656,26844,87928,Comedy|Crime,Hugh Wilson,"Steve Guttenberg, G.W. Bailey, Kim Cattrall",2378,1984.0,USA
551,We're the Millers,81075,1193,1723121,Comedy|Crime,Rawson Marshall Thurber,"Jason Sudeikis, Jennifer Aniston, Emma Roberts",104211,2013.0,USA
552,How to Train Your Dragon 2,81080,3493,1646971,Fantasy|Action|Adventure|Animation|Comedy|Family,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler",112175,2014.0,USA
553,Holidays,81087,18860,4419364,Comedy|Horror,Anthony Scott Burns,Madeleine Coghlan,157881,2016.0,USA
554,X,81108,43092,1661099,Action|Thriller|Romance,Jon Hewitt,"Viva Bianca, Hanna Mangan Lawrence, Peter Docker",89545,2010.0,Australia
555,It Comes at Night,81135,23943,4695012,Horror|Thriller,Trey Edward Shults,Joel Edgerton,170945,2017.0,USA
561,Friday,172954,37303,113118,Comedy,F. Gary Gray,"Ice Cube, Chris Tucker, Nia Long",69,1995.0,USA
562,Freebie and the Bean,81209,35755,71521,Action|Comedy|Crime,Richard Rush,"Alan Arkin, James Caan, Loretta Swit",61934,1974.0,USA
563,Religulous,81232,35046,815241,Comedy|Documentary,Larry Charles,"Bill Maher, Tal Bachman, Jonathan Boulden",59126,2008.0,USA
564,Them!,81265,26743,47573,Science Fiction|Mystery|Horror,Gordon Douglas,"James Whitmore, Edmund Gwenn, Joan Weldon",2287,1954.0,USA
565,Movie 43,81296,35,1333125,Comedy,Elizabeth Banks,"Emma Stone, Stephen Merchant, Richard Gere",100083,2013.0,USA
566,Johnny Be Good,81316,31881,95409,Comedy,Bud S. Smith,"Anthony Michael Hall, Robert Downey Jr., Paul Gleason",4516,1988.0,USA
567,Waiting for Forever,81317,42984,1296898,Drama|Romance,James Keach,"Rachel Bilson, Tom Sturridge, Richard Jenkins",89217,2010.0,USA
569,Once Upon a Time in China,117347,36877,103285,Action|Drama,Hark Tsui,"Jet Li, Biao Yuen, Rosamund Kwan",6721,1991.0,Hong Kong
570,Fargo,81385,35502,116282,Crime|Drama|Thriller,Joel Coen,"William H. Macy, Frances McDormand, Steve Buscemi",608,1996.0,USA
572,The Mission,81415,34538,220644,Action|Adventure|Drama|Science Fiction,Johnnie To,"Anthony Chau-Sang Wong, Francis Ng, Jackie Chung-yin Lui",56931,1999.0,Hong Kong
573,The Man in the Moon,81416,30970,102388,Drama|Family|Romance,Robert Mulligan,"Sam Waterston, Tess Harper, Gail Strickland",4061,1991.0,USA
574,A Serbian Film,81432,39989,1273235,Crime|Horror|Thriller,Srdjan Spasojevic,"Srdjan Todorovic, Sergej Trifunovic, Jelena Gavrilovic",79251,2010.0,Serbia
575,The Rise of the Krays,81469,13126,2945796,Crime,Zackary Adler,Matt Vael,141916,2015.0,UK
576,Captain Corelli's Mandolin,81474,32330,238112,Drama|History|Romance,John Madden,"Nicolas Cage, Penélope Cruz, John Hurt",4727,2001.0,UK
577,Dinosaur,81492,30243,130623,Animation|Family,Eric Leighton,"D.B. Sweeney, Julianna Margulies, Samuel E. Wright",3615,2000.0,USA
578,Batman Returns,81563,11607,103776,Action|Fantasy,Tim Burton,"Michael Keaton, Danny DeVito, Michelle Pfeiffer",1377,1992.0,USA
580,Flight,131232,45261,1907668,Drama,Robert Zemeckis,"Denzel Washington, Nadine Velazquez, Don Cheadle",97923,2012.0,USA
581,The Purple Rose of Cairo,81617,26499,89853,Fantasy|Comedy|Romance,Woody Allen,"Mia Farrow, Jeff Daniels, Danny Aiello",2065,1985.0,USA
582,13 Going on 30,81660,38990,337563,Comedy|Fantasy|Romance,Gary Winick,"Jennifer Garner, Mark Ruffalo, Judy Greer",7444,2004.0,USA
598,Life,191672,27180,123964,Comedy|Crime,Ted Demme,"Eddie Murphy, Martin Lawrence, Obba Babatundé",2587,1999.0,USA
599,Hall Pass,81702,41615,480687,Comedy,Bobby Farrelly,"Owen Wilson, Jason Sudeikis, Christina Applegate",85022,2011.0,USA
605,The Importance of Being Earnest,174940,34001,44744,Romance|Comedy|Drama,Anthony Asquith,"Michael Redgrave, Richard Wattis, Michael Denison",5470,1952.0,UK
606,"Red Firecracker, Green Firecracker",81748,28912,110769,Drama,Ping He,"Jing Ning, Gang Wu, Xiaorui Zhao",309,1994.0,China
607,Zootopia,81792,16672,2948356,Animation|Adventure|Family|Comedy,Byron Howard,Ginnifer Goodwin,152081,2016.0,USA
608,Filth,81805,1623,1450321,Crime|Drama|Comedy,Jon S. Baird,"James McAvoy, Jamie Bell, Eddie Marsan",105593,2013.0,UK
617,Monster,136190,38114,340855,Crime|Drama,Patty Jenkins,"Charlize Theron, Christina Ricci, Bruce Dern",7160,2003.0,USA
618,Spirited Away,81860,34376,245429,Animation|Family|Fantasy,Hayao Miyazaki,"Daveigh Chase, Suzanne Pleshette, Miyu Irino",5618,2001.0,Japan
619,The Treasure of the Sierra Madre,81865,7447,40897,Action|Adventure|Drama|Western,John Huston,"Humphrey Bogart, Walter Huston, Tim Holt",1254,1948.0,USA
620,A Quiet Place to Kill,81878,9867,64787,Drama|Thriller,Umberto Lenzi,Carroll Baker,133093,1970.0,Italy
621,Son of Flubber,81916,26535,57518,Comedy|Family|Romance,Robert Stevenson,"Fred MacMurray, Nancy Olson, Keenan Wynn",2098,1963.0,USA
622,Miss You Already,81919,14204,2245003,Comedy|Drama|Romance,Catherine Hardwicke,Drew Barrymore,144698,2015.0,UK
623,Rocky Balboa,81968,32879,479143,Drama,Sylvester Stallone,"Sylvester Stallone, Antonio Tarver, Milo Ventimiglia",49651,2006.0,USA
624,The Prophecy,82001,26292,114194,Fantasy|Horror|Thriller,Gregory Widen,"Christopher Walken, Elias Koteas, Virginia Madsen",188,1995.0,USA
625,The Killer Inside Me,82020,39818,954947,Crime|Drama|Thriller,Michael Winterbottom,"Casey Affleck, Kate Hudson, Jessica Alba",78679,2010.0,USA
626,Perfume,82022,7151,245356,Comedy|Drama,Michael Rymer,"Lysa Apostle, Joanne Baron, Morena Baccarin",124544,2001.0,USA
627,Ruby Sparks,82029,44707,1839492,Comedy|Romance|Fantasy|Drama,Jonathan Dayton,"Paul Dano, Zoe Kazan, Annette Bening",95873,2012.0,USA
628,Prancer,82041,26870,98115,Drama|Family|Fantasy,John D. Hancock,"Sam Elliott, Cloris Leachman, Rutanya Alda",2400,1989.0,USA
629,Cyborg X,82075,20132,3899262,Action|Horror|Science Fiction,K. King,Eve Mauro,161288,2016.0,USA
630,Last Days in Vietnam,82087,8078,3279124,War|Documentary,Rory Kennedy,"Richard Nixon, Henry Kissinger, Stuart Herrington",127441,2014.0,USA
631,How to Steal a Million,82145,40329,60522,Comedy|Crime|Romance,William Wyler,"Audrey Hepburn, Peter O'Toole, Eli Wallach",8033,1966.0,USA
632,Super Size Me,82153,41500,390521,Documentary|Comedy|Drama,Morgan Spurlock,"Morgan Spurlock, Daryl Isaacs, Chemeeka Walker",8464,2004.0,USA
633,Julia's Eyes,82201,43721,1512685,Horror|Thriller,Guillem Morales,"Belén Rueda, Lluís Homar, Pablo Derqui",91681,2010.0,Spain
634,Top Secret!,82233,34073,88286,Comedy,Jim Abrahams,"Val Kilmer, Omar Sharif, Jeremy Kemp",5500,1984.0,USA
636,The Client,82284,30090,109446,Drama|Thriller|Crime|Mystery,Joel Schumacher,"Susan Sarandon, Tommy Lee Jones, Brad Renfro",350,1994.0,USA
640,The Maltese Falcon,191005,43618,33870,Mystery|Crime|Thriller,John Huston,"Humphrey Bogart, Mary Astor, Gladys George",913,1941.0,USA
641,Wallace & Gromit: The Curse of the Were-Rabbit,82330,30554,312004,Adventure|Animation|Comedy|Family,Steve Box,"Peter Sallis, Helena Bonham Carter, Ralph Fiennes",38038,2005.0,UK
642,Memories of Murder,82353,29047,353969,Crime|Drama|Thriller,Joon-ho Bong,"Kang-ho Song, Sang-kyung Kim, Roe-ha Kim",31364,2003.0,South Korea
643,The Hidden,82380,30187,93185,Action|Horror|Science Fiction|Thriller,Jack Sholder,"Kyle MacLachlan, Michael Nouri, Claudia Christian",3576,1987.0,USA
644,Wall Street,82417,30880,94291,Crime|Drama,Oliver Stone,"Charlie Sheen, Michael Douglas, Tamara Tunie",4007,1987.0,USA
645,The French Connection,82419,26374,67116,Action|Crime|Thriller,William Friedkin,"Gene Hackman, Roy Scheider, Fernando Rey",1953,1971.0,USA
653,Coming Home,108205,30415,77362,Drama|Romance|War,Hal Ashby,"Jane Fonda, Jon Voight, Bruce Dern",3724,1978.0,USA
654,Devil's Knot,82430,3179,804463,Crime|Drama|Thriller,Atom Egoyan,"Colin Firth, Reese Witherspoon, Alessandro Nivola",110828,2013.0,USA
655,Something Wicked This Way Comes,82446,26534,86336,Fantasy|Mystery|Thriller,Jack Clayton,"Jason Robards, Jonathan Pryce, Diane Ladd",2097,1983.0,USA
656,New Jersey Drive,82467,28580,113967,Crime|Drama,Nick Gomez,"Sharron Corley, Gabriel Casseus, Saul Stein",283,1995.0,USA
657,The Haunting in Connecticut,82473,36870,492044,Thriller|Horror,Peter Cornwell,"Virginia Madsen, Martin Donovan, Elias Koteas",67186,2009.0,USA
658,What's Eating Gilbert Grape,82476,29772,108550,Romance|Drama,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis",337,1993.0,USA
659,Anonymous,82536,43450,1521197,Drama|History|Thriller,Roland Emmerich,"Rhys Ifans, Vanessa Redgrave, David Thewlis",90645,2011.0,UK
660,Conviction,82537,40508,1244754,Drama,Tony Goldwyn,"Hilary Swank, Sam Rockwell, Melissa Leo",80939,2010.0,USA
661,Hardcore Henry,82567,13360,3072482,Action|Adventure|Science Fiction,Ilya Naishuller,Sharlto Copley,142509,2015.0,Russia
662,The Wild Bunch,82569,35244,65214,Adventure|Western,Sam Peckinpah,"William Holden, Ernest Borgnine, Robert Ryan",599,1969.0,USA
663,The Goonies,82602,26433,89218,Adventure|Comedy|Family,Richard Donner,"Sean Astin, Josh Brolin, Jeff Cohen",2005,1985.0,USA
664,My Super Ex-Girlfriend,82631,32010,465624,Fantasy|Drama|Action|Comedy|Crime|Science Fiction,Ivan Reitman,"Uma Thurman, Luke Wilson, Anna Faris",45732,2006.0,USA
665,The Equalizer,82641,3491,455944,Thriller|Action|Crime,Antoine Fuqua,"Denzel Washington, Marton Csokas, Chloë Grace Moretz",112171,2014.0,USA
666,Waco: A New Revelation,82650,45064,259731,Documentary,Jason Van Vleet,"Gene Cullen, Misty Ferguson, Misty Riddle",97134,1999.0,USA
667,Into the Blue,82657,30520,378109,Action|Thriller|Adventure|Crime,John Stockwell,"Paul Walker, Jessica Alba, Scott Caan",37853,2005.0,USA
668,Stuart Little,82756,29106,164912,Animation|Fantasy|Family|Comedy,Rob Minkoff,"Michael J. Fox, Geena Davis, Hugh Laurie",3157,1999.0,Germany
669,Death Race,82763,35614,452608,Action|Thriller|Science Fiction,Paul W.S. Anderson,"Jason Statham, Joan Allen, Tyrese Gibson",61248,2008.0,USA
670,A Perfect World,82795,33097,107808,Crime|Drama|Thriller,Clint Eastwood,"Kevin Costner, Clint Eastwood, Laura Dern",507,1993.0,USA
672,Diary of a Wimpy Kid,190018,39412,1196141,Comedy|Family,Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachael Harris",77206,2010.0,USA
673,Miles Ahead,82830,16660,790770,Drama|Music,Don Cheadle,Don Cheadle,152057,2015.0,USA
674,The Last Unicorn,82857,35533,84237,Fantasy|Animation|Family,Jules Bass,"Jeff Bridges, Mia Farrow, Angela Lansbury",6093,1982.0,USA
676,Cannibal,82858,25116,910548,Drama|Horror|Thriller|Crime,Marian Dora,Carsten Frank,173519,2006.0,Germany
680,Day of the Dead,134016,36898,88993,Horror|Science Fiction,George A. Romero,"Lori Cardille, Terry Alexander, Joseph Pilato",6731,1985.0,USA
681,Sex and the City 2,82876,39681,1261945,Comedy|Drama|Romance,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis",78174,2010.0,USA
682,Cabin in the Sky,82893,32379,35703,Fantasy|Music,Vincente Minnelli,"Ethel Waters, Eddie 'Rochester' Anderson, Lena Horne",47493,1943.0,USA
697,Frozen,151348,40958,1071798,Drama,Shivajee Chandrabhushan,"Danny Denzongpa, Gauri, Aungchuk",82452,2007.0,India
